sitc3d	color	prodname	x	y	pci	eigvec_3rd
001	#ffe999	001 - Live animals chiefly for food	293.7192	-308.13412	-0.05805517916944894	0.058015613494166667
011	#ffe999	011 - Meat and edible meat offal, fresh, chilled or frozen (except meat and meat offals unfit or unsuitable for human consumption)	246.37567	-276.45078	-0.04727380890414065	0.04704388410248385
012	#ffe999	012 - Meat and edible meat offals (except poultry liver), salted, in brine, dried, or smoked	-171.69429	-207.94963	0.004117403409092526	0.03561851738540562
014	#ffe999	014 - Meat and edible meat offal, prepared, preserved, n.e.s.; fish extracts	486.57565	326.09528	-0.03057873001982961	0.037766699801042344
022	#ffe999	022 - Milk and cream	128.09341	-194.47026	0.04586943491046728	0.002544909026682218
023	#ffe999	023 - Butter	147.09413	-224.09998	-0.0090861196268204	0.0253099452560568
024	#ffe999	024 - Cheese and curd	45.303486	-147.95157	0.030562732104673772	0.018547656755949774
025	#ffe999	025 - Eggs, birds', and egg yolks, fresh, dried or otherwise preserved, sweetened or not	393.87753	8.010633	-0.010878897657472323	0.0321630492903071
034	#ffe999	034 - Fish, fresh (live or dead), chilled or frozen	549.4062	347.27173	-0.045177195918544376	0.02604309478851604
035	#ffe999	035 - Fish, dried, salted or in brine; smoked fish (whether or not cooked before or during the smoking process)	306.1819	-341.32483	-0.04598942529286517	0.006486106984923422
036	#ffe999	036 - Crustaceans and molluscs, whether in shell or not, fresh (live or dead), chilled, frozen, salted, in brine or dried; crustaceans, in shell, simply boiled in water	662.3726	237.96036	-0.0581424422171303	0.03518450440074892
037	#ffe999	037 - Fish, crustaceans and molluscs, prepared or preserved, n.e.s.	514.4037	348.32834	-0.04608806184496195	0.04198053208665627
041	#ffe999	041 - Wheat (including spelt) and meslin, unmilled	-9.639834	-420.456	-0.03949574497179622	-0.09816472428155767
042	#ffe999	042 - Rice	328.22333	-299.25	-0.0583651982498236	0.05813338232732531
043	#ffe999	043 - Barley, unmilled	-72.93695	-389.23068	-0.013876464264565113	-0.15948310353350012
044	#ffe999	044 - Maize (corn), unmilled	-180.7062	263.4496	-0.06938427011696548	0.06036743599439828
045	#ffe999	045 - Cereals, unmilled (other than wheat, rice, barley and maize)	-43.93215	-409.36426	-0.02624400149146047	0.003342886169158695
046	#ffe999	046 - Meal and flour of wheat and flour of meslin	-207.52509	-213.77571	0.020245179473516898	0.0008356447312981395
047	#ffe999	047 - Other cereal meals and flours	-179.97836	227.61699	-0.025575395926164812	0.05135637572323021
048	#ffe999	048 - Cereal preparations and preparations of flour or starch of fruits or vegetables	236.35336	8.681674	0.006224373114637178	-0.002841851613084459
054	#ffe999	054 - Vegetables, fresh, chilled, frozen or slmply preserved (including dried leguminous vegetables); roots, tubers and other edible vegetable products, n.e.s., fresh or dried	429.09448	283.20776	-0.03703274842284495	0.007856449792655608
056	#ffe999	056 - Vegetables, roots and tubers, prepared or preserved, n.e.s.	344.67535	275.06223	-0.00691114245745452	0.01355405805003663
057	#ffe999	057 - Fruit and nuts (not including oil nuts), fresh or dried	655.22156	285.3303	-0.06927139282160373	0.005510557552302259
058	#ffe999	058 - Fruit, preserved, and fruits preparations	380.5978	265.15695	-0.019199085317627162	0.014472980938796752
061	#ffe999	061 - Sugar and honey	686.05536	264.4695	-0.0641990206117606	0.0433981683908897
062	#ffe999	062 - Sugar confectionery (except chocolate confectionery) and other sugar preparations	111.54494	21.488806	0.04189553348061851	-0.001383896463390138
071	#ffe999	071 - Coffee and coffee substitutes	596.39514	400.85516	-0.11787201102826547	0.07803807728467081
072	#ffe999	072 - Cocoa	162.44139	478.08765	-0.10751146102755851	0.022146482710225984
073	#ffe999	073 - Chocolate and other food preparations containing cocoa, n.e.s.	-262.09183	-184.93904	0.07403886173934962	0.0011973855492570054
074	#ffe999	074 - Tea and maté	138.41566	218.77052	-0.09102162898941704	0.07861032203760872
075	#ffe999	075 - Spices	659.07153	358.92477	-0.08382035909748603	0.04155631335205384
081	#ffe999	081 - Feeding stuff for animals (not including unmilled cereals)	615.8512	369.02295	-0.08673114003314647	0.022144596654028972
091	#ffe999	091 - Margarine and shortening	-45.50069	-444.85693	0.030458881278985543	0.0037336692642698545
098	#ffe999	098 - Edible products and preparations, n.e.s.	449.00934	314.69574	-0.018964202904138572	0.022692374739271402
111	#6e451e	111 - Non-alcoholic beverages, n.e.s.	-109.55663	320.16272	-0.004710087873344101	0.02748328455392663
112	#6e451e	112 - Alcoholic beverages	425.4129	344.99475	-0.014860789846885531	0.01802897104823397
121	#6e451e	121 - Tobacco unmanufactured; tobacco refuse	534.52844	3.7425566	-0.08301381699877747	0.02812990730019147
122	#6e451e	122 - Tobacco, manufactured	-85.955505	373.6332	-0.004082516035493059	0.02998720867966185
211	#d66011	211 - Hides and skins (except furskins), raw	584.9661	350.55997	-0.08585717386312708	-0.0023935231165090436
212	#d66011	212 - Furskins, raw (including astrakhan, caracul, Persian lamb, broadtail and similar skins)	427.5205	-2.7300653	-0.029592690997952156	0.021187457363918024
222	#d66011	222 - Oil seeds and oleaginous fruit, whole or broken, of a kind used for the extraction of 'soft' fixed vegetable oils (excluding flours and meals)	643.34625	425.789	-0.09669362977862966	0.05145218849225071
223	#d66011	223 - Oil seeds and oleaginous fruit, whole or broken, of a kind used for the extraction of other fixed vegetable oils (including non-defatted flours and meals of oil seeds and oleaginous fruit)	694.53973	329.88632	-0.11229456785229823	0.06646646475284625
232	#d66011	232 - Natural rubber latex; natural rubber and similar natural gums	-103.367325	174.69699	-0.10500384761730666	0.05579728980908717
233	#d66011	233 - Synthetic rubber latex; synthetic rubber and reclaimed rubber; waste and scrap of unhardened rubber	-555.0968	-26.842873	0.017310726098792185	-0.04810670696405419
244	#d66011	244 - Cork, natural, raw and waste (including natural cork in blocks or sheets)	476.93875	-176.89818	-0.02072693702956844	-0.03087749602369552
245	#d66011	245 - Fuel wood (excluding wood waste) and wood charcoal	462.96692	10.205593	-0.016107045725968615	0.04198772552341605
246	#d66011	246 - Pulpwood (including chips and wood waste)	63.681366	352.2095	-0.0060280261244416615	0.03518779609297199
247	#d66011	247 - Other wood in the rough or roughly squared	122.46863	456.46194	-0.09173477083879149	0.04475000237129064
248	#d66011	248 - Wood, simply worked, and railway sleepers of wood	104.97166	423.64838	-0.06582506814041626	0.057964044933743575
251	#d66011	251 - Pulp and waste paper	575.88403	-166.95172	0.011074695676587294	-0.00037159983338515875
261	#d66011	261 - Silk	525.90894	-129.0578	-0.013722177588238552	0.024068389744932174
263	#d66011	263 - Cotton	645.1261	390.2764	-0.11217206111009113	0.009729567113483585
264	#d66011	264 - Jute and other textile bast fibres, n.e.s., raw or processed but not spun; tow and waste thereof (including pulled or garnetted rags or ropes)	169.70656	243.86111	-0.06290738644468885	0.05735610904001623
265	#d66011	265 - Vegetable textile fibres (other than cotton and jute) and waste or such fibres	498.6454	2.4057345	-0.05664244524852285	0.057296328086736605
266	#d66011	266 - Synthetic fibres suitable for spinning	-225.5418	-181.88898	0.0852867900242448	-0.008461372400385785
267	#d66011	267 - Other man-made fibres suitable for spinning and waste of man-made fibres	-257.00635	-82.00027	0.08300274514763206	0.0035082982780504438
268	#d66011	268 - Wool and other animal hair (excluding wool tops)	88.60002	-10.906291	-0.07114759920841947	-0.04340083264868358
269	#d66011	269 - Old clothing and other old textile articles; rags	-361.50125	56.04844	0.045046441183940585	-0.0168870369093744
271	#d66011	271 - Fertilizers, crude	15.232807	-451.4385	-0.07171150489572677	-0.07680791479360115
273	#d66011	273 - Stone, sand and gravel	404.66135	313.9877	-0.00837847059641025	0.021237283428195784
274	#d66011	274 - Sulphur and unroasted iron pyrites	459.80322	-146.64844	-0.005471007782124795	0.0019376904421340596
277	#d66011	277 - Natural abrasives, n.e.s. (including industrial diamonds)	-82.408676	444.97098	-0.06723921604878047	0.0600553654526782
278	#d66011	278 - Other crude minerals	346.04422	-335.3739	-0.05254939378391756	-0.004439921568683663
281	#d66011	281 - Iron ore and concentrates	502.25912	380.1599	-0.04973118537612761	-0.017824772514781078
282	#d66011	282 - Waste and scrap metal of iron or steel	-237.18373	19.087687	0.008037618929547736	-0.044430031980122714
286	#d66011	286 - Ores and concentrates of uranium and thorium	602.58936	-143.08229	-0.07082372308946569	-0.05929198957232676
287	#d66011	287 - Ores and concentrates of base metals, n.e.s.	621.41315	268.87408	-0.08623858641916395	0.03299816601224487
288	#d66011	288 - Non-ferrous base metal waste and scrap, n.e.s.	484.969	291.07953	-0.013600740353415335	-0.0025562766828240223
289	#d66011	289 - Ores and concentrates of precious metals, waste, scrap and sweepings of precious metals (other than of gold)	-111.10712	-221.45702	-0.034494822700133654	-0.03072595808706879
291	#d66011	291 - Crude animal materials, n.e.s.	567.65173	313.54413	-0.053871072381790355	0.005598402547114089
292	#d66011	292 - Crude vegetable materials, n.e.s.	620.7218	332.4423	-0.05908302388405616	0.02152580806378672
322	#330000	322 - Coal, lignite and peat	-129.32602	-266.91132	0.0028015815690054418	0.011213147936559467
323	#330000	323 - Briquettes; coke and semi-coke of coal,lignite or peat; retort carbon	-522.31714	-107.31142	0.0184732176585383	-0.012907914292200522
333	#330000	333 - Crude petroleum and oils obtained from bituminous minerals	-29.21817	-371.84518	-0.12530166532375575	-0.5200146315870812
334	#330000	334 - Petroleum products, refined	-62.259434	-354.42627	-0.09393296509303689	-0.4655041813140766
335	#330000	335 - Residual petroleum products, n.e.s. and related materials	-94.54923	-314.0941	-0.051152666510118315	-0.15450757090665107
341	#330000	341 - Gas, natural and manufactured	-542.6687	10.977253	-0.06282850849148583	-0.5052505566896566
351	#330000	351 - Electric current	-296.8284	-189.44373	0.05374990119005842	0.0037794693751141304
411	#ffc41c	411 - Animal oils and fats	179.27745	-211.55197	-0.01485510558270443	0.03254219037290148
423	#ffc41c	423 - Fixed vegetable oils, 'soft', crude, refined or purified	608.831	436.0296	-0.0511932873468853	-0.004580433662855942
424	#ffc41c	424 - Other fixed vegetable oils, fluid or solid, crude, refined or purified	704.1576	295.25226	-0.09469092617516082	0.04964139303472346
431	#ffc41c	431 - Animal and vegetable oils and fats, processed, and waxes of animal or vegetable origin	206.6214	-237.53653	-0.044841337372872915	0.044499007503087065
511	#71144b	511 - Hydrocarbons, n.e.s., and their halogenated, sulphonated, nitrated or nitrosated derivatives	-145.88225	-236.38017	0.05213629625203237	-0.04641185091264826
512	#71144b	512 - Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivatives	-167.8852	-147.7017	0.03020434504741313	0.0013904230294297366
513	#71144b	513 - Carboxylic acids, and their anhydrides, halides, peroxides and peracids, and their halogenated, sulphonated, nitrated or nitrosated derlvatlves	-55.362526	-134.88075	0.03912432304301628	0.005505400029596696
514	#71144b	514 - Nitrogen-function compounds	-98.47069	-149.75266	0.06798508876507976	-0.003451545199101664
515	#71144b	515 - Organo-inorganic and heterocyclic compounds	-88.273285	-115.84434	0.05757654260388887	-0.028639912460601095
516	#71144b	516 - Other organic chemicals	-511.1709	-22.144857	0.05553011282291221	-0.048833567328255285
522	#71144b	522 - Inorganic chemical elements, oxides and halogen salts	39.290096	-205.29567	0.013456861084049686	0.020839330143553127
523	#71144b	523 - Other inorganic chemicals; organic and inorganic compounds of precious metals	8.339012	-183.10721	0.02324385653850832	0.010024767163310265
524	#71144b	524 - Radio-active and associated materials	-286.36002	-276.9735	0.020738977411677347	0.0032588183316971447
531	#71144b	531 - Synthetic organic dyestuffs, etc., natural indigo and colour lakes	-428.17407	-252.37003	0.06824883602673337	0.007527012819742383
532	#71144b	532 - Dyeing and tanning extracts, and synthetic tanning materials	584.7106	-205.39856	-0.03304214429971824	0.03993067885997964
533	#71144b	533 - Pigments, paints, varnishes and related materials	-175.67703	152.31999	0.06458809979415488	0.003413270675550251
541	#71144b	541 - Medicinal and pharmaceutical products	-135.52551	84.78095	0.06439215105521201	-0.0325257889113165
551	#71144b	551 - Essential oils, perfume and flavour materials	659.8401	323.68015	-0.03811964960863627	0.013100053710373904
553	#71144b	553 - Perfumery, cosmetics and toilet preparations (excluding soaps); aqueous distillates and aqueous solutions of essential oils (including such products suitable for medicinal uses)	-114.16679	278.085	0.037459344293851636	0.009903295064829514
554	#71144b	554 - Soap, cleansing and polishing preparations	-349.41116	-140.99197	0.06568849085642774	-0.0020048389761276476
562	#71144b	562 - Fertilizers, manufactured	73.95727	63.38038	0.038705728971432415	-0.003313391925374363
572	#71144b	572 - Explosives and pyrotechnic products	36.63082	32.75097	0.0456446287544804	-0.02588952773789034
582	#71144b	582 - Condensation, polycondensation and polyaddition products, whether or not modified or polymerized, and whether or not linear (e.g., phenoplasts, aminoplasts, alkyds, polyallyl esters and other unsaturated polyesters, silicones)	-400.64664	-49.59342	0.09339113622275302	-0.01466833301743885
583	#71144b	583 - Polymerization and copolymerization products (e.g., polyethylene, plytetrahaloethylenes, polyisobutylene, plystyrene, plyvinyl chloride, polyvinyl acetate, plyvinyl chloroacetate and other plyvinyl derivatives, plyacrylic and plymethacrylic derivatives, coumarone-indene resins)	-441.3417	-178.90385	0.10927321941483319	-0.01743724010099803
584	#71144b	584 - Regenerated cellulose; cellulose nitrate, cellulose acetate and other, cellulose esters, cellulose ethers and other chemical derivatives of cellulose, plasticized or not (e.g., collodions, celluloid); vulcanized fibre	-355.0061	-97.81716	0.09897594364966694	-0.011150909293424546
585	#71144b	585 - Other artificial resins and plastic materials	6.494921	248.46893	0.054569772878152484	-0.0008564114232508868
591	#71144b	591 - Disinfectants, insecticides, fungicides, weed killers, anti-sprouting products, rat poisons and similar products, put up in forms or packings for sale by retail or as preparations or as articles (e.g., sulphur-treated bands, wicks and candles, fly-papers)	-450.70206	-10.11401	0.045586984599732844	0.007541728756107686
592	#71144b	592 - Starches, insulin and wheat gluten; albuminoidal substances; glues	342.6922	6.055574	-0.00196771724259115	0.017756975833547933
598	#71144b	598 - Miscellaneous chemical products, n.e.s.	-137.49263	119.39536	0.03488280980462401	-0.032976920559720395
611	#ff0000	611 - Leather	55.697433	-2.169806	-0.0073530200484115404	-0.00906463033796932
612	#ff0000	612 - Manufactures of leather or of composition leather, n.e.s.; saddlery and harness; parts of footwear, n.e.s.	-12.081396	194.74612	0.028437047337549582	-0.00868082644278325
613	#ff0000	613 - Furskins, tanned or dressed (including furskins assembled in plates, crosses and similar forms); pieces of cuttings of  furskins, tanned or dressed (including heads, paws, tails and the like, not being fabricated)	-133.42273	-193.64618	0.03818070414133642	-0.005948140162973251
621	#ff0000	621 - Materials of rubber (e.g., pastes, plates, sheets, rods, thread, tubes, or rubber)	-219.26659	50.396477	0.06666535020892708	0.005389079076248671
625	#ff0000	625 - Rubber tyres, tyre cases, interchangeable tyre treads, inner tubes and tyre flaps, for wheels of all kinds	-111.340546	45.317955	0.06694113203049872	0.0025584345760156593
628	#ff0000	628 - Articles of rubber, n.e.s.	-195.23155	-42.761074	0.07089979455222895	0.0012334363511055163
633	#ff0000	633 - Cork manufactures	510.47083	-187.09305	0.013468296985574647	-0.03515771528747766
634	#ff0000	"634 - Veneers, plywood, ""improved"" or reconstituted wood and other wood, worked, n.e.s."	130.77199	500.3972	-0.03792382316672412	-0.001923956818377171
635	#ff0000	635 - Wood manufactures, n.e.s.	22.113344	207.09988	0.025346883559240578	0.019534766570742813
641	#ff0000	641 - Paper and paperboard	610.9279	-182.56725	0.04648833167390806	0.00792569258176703
642	#ff0000	642 - Paper and paperboard, cut to size or shape, and articles of paper or paperboard	32.754387	67.26136	0.07115384050886198	0.0050180137636969034
651	#ff0000	651 - Textile yarn	116.075356	140.7828	0.03274656469483198	0.0030482645711412825
652	#ff0000	652 - Cotton fabrics, woven (not including narrow or special fabrics)	130.1452	174.53229	0.019255257067233984	0.02120132599319416
653	#ff0000	653 - Fabrics, woven, of man-made fibres (not including narrow or special fabrics)	-1.2455816	92.34044	0.06166369699082255	0.014190970875117268
654	#ff0000	654 - Textile fabrics, woven, other than of cotton or man-made fibres	-96.83693	-35.893562	0.05441550890327294	0.0244372768405104
655	#ff0000	655 - Knitted or crocheted fabrics (including tubular knit fabrics, pile fabrics and open-work fabrics)	-118.87153	11.136049	0.08458851318634052	0.005436544939565543
656	#ff0000	656 - Tulle, lace, embroidery, ribbons, trimmings and other small wares	-64.38424	67.49499	0.08068024231703141	0.011999717216212236
